,0
2020-11-07,14843.945
2020-11-08,15489.47
2020-11-09,15334.87
2020-11-10,15313.4433
2020-11-11,15706.54
2020-11-12,16301.0267
2020-11-13,16330.3433
2020-11-14,16075.7133
2020-11-15,15968.245
2020-11-16,16720.605
2020-11-17,17676.335
2020-11-18,17785.2667
2020-11-19,17815.0783
2020-11-20,18675.4333
2020-11-21,18697.5133
2020-11-22,18423.5133
2020-11-23,18381.7167
2020-11-24,19161.2683
2020-11-25,18723.5467
2020-11-26,17182.485
2020-11-27,17156.3033
2020-11-28,17737.9667
2020-11-29,18196.5467
2020-11-30,19708.0967
2020-12-01,18795.1967
2020-12-02,19226.22
2020-12-03,19450.2667
2020-12-04,18657.42
2020-12-05,19157.925
2020-12-06,19386.7117
2020-12-07,19185.3967
2020-12-08,18322.5533
2020-12-09,18553.92
2020-12-10,18255.9233
2020-12-11,18039.7617
2020-12-12,18811.0617
2020-12-13,19168.7533
2020-12-14,19274.8733
2020-12-15,19444.5483
2020-12-16,21349.8467
2020-12-17,22812.2817
2020-12-18,23133.2867
2020-12-19,23835.305
2020-12-20,23458.9967
2020-12-21,22718.225
2020-12-22,23817.3067
2020-12-23,23229.0133
2020-12-24,23729.6483
2020-12-25,24707.8017
2020-12-26,26445.95
2020-12-27,26248.2767
2020-12-28,27041.8667
2020-12-29,27353.9783
2020-12-30,28886.04
2020-12-31,28956.265
2021-01-01,29391.775
2021-01-02,32198.48
2021-01-03,33033.62
2021-01-04,32017.565
2021-01-05,34035.0067
2021-01-06,36826.9783
2021-01-07,39475.6067
2021-01-08,40616.7217
2021-01-09,40227.8683
2021-01-10,38191.55
2021-01-11,35463.1883
2021-01-12,34059.9133
2021-01-13,37375.8033
2021-01-14,39138.075
2021-01-15,36770.0433
2021-01-16,36029.1967
2021-01-17,35845.0217
2021-01-18,36656.9933
2021-01-19,35929.1683
2021-01-20,35510.67
2021-01-21,30838.5
2021-01-22,33018.825
2021-01-23,32106.7033
2021-01-24,32297.165
2021-01-25,32255.35
2021-01-26,32518.3583
2021-01-27,30425.3933
2021-01-28,33420.045
2021-01-29,34264.01
2021-01-30,34324.2717
2021-01-31,33129.7433
2021-02-01,33543.77
2021-02-02,35528.31
2021-02-03,37685.2767
2021-02-04,36984.6783
2021-02-05,38306.2467
2021-02-06,39269.3417
2021-02-07,38862.35
2021-02-08,46436.09
2021-02-09,46502.2933
2021-02-10,44855.6167
2021-02-11,48004.6533
2021-02-12,47410.4033
2021-02-13,47211.6683
2021-02-14,48633.26
2021-02-15,47934.1267
2021-02-16,49185.7283
2021-02-17,52127.32
2021-02-18,51573.4067
2021-02-19,55923.13
2021-02-20,55898.44
2021-02-21,57441.6
2021-02-22,54117.495
2021-02-23,48901.0167
2021-02-24,49734.52
2021-02-25,47104.7833
2021-02-26,46329.74
2021-02-27,46189.3783
2021-02-28,45256.4133
2021-03-01,49619.6433
